Unnamed: 0,sentence,sentence_length
7865,Last week his lawyers asked Warner to grant clemency under conditions that would have lead to a new sentencing hearing,99
10079,His daughter Nina Axelrod told The Associated Press that he died in his sleep apparently of heart failure,88
16663,The power of our thoughts can shape our reality and influence the outcomes we experience in life,80
16605,To believe in our potential is to recognize that we are capable of achieving greatness beyond our wildest dreams,94
1509,Bill left when everyone will believe that the police have forced me to confess that I shot Sandra,80
8031,A Royal Duty is based on his experiences with Diana Princess of Wales and letters allegedly to and from her,88
14870,Stout comes to Sprint from GE Capital where he served as chief technology and information officer,82
14865,The most common side effects after getting the nasal spray were nasal congestion runny nose sore throat and cough,95
15608,The scientist also quarantined himself at home as soon as he developed SARS symptoms officials said,84
12872,Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion,99
16798,Every encounter with another person is an opportunity to learn grow and share our experiences together,87
16221,Each artisan still had signs not wishing to lose a possible patron merely because the patron happened to be illiterate,99
8186,capital offenses in saudi arabia include rape murder apostasy armed robbery and drug trafficking,83
7874,A seventh victim a woman died Tuesday night in the burn unit at childrens Hospital Medical Center of Akron,88
13094,putin stated that russia could discard the treaty entirely if western nations refuse to ratify its amended version,97
16764,Every interaction with others offers a chance to inspire uplift and create meaningful connections,84
16494,You could wipe her floor with a clean handkerchief without getting any dirt on the handkerchief,80
16728,In the tapestry of existence our experiences shape our identity and influence the path we choose to follow,89
13123,the treaty is one of several issues causing tense relations between the governments of russia and the us and europe,96
14708,We always lightly bopped our kids on the mouth therefore showing him that his mouth is what hurt you,82
16749,To challenge our limits is to push beyond what we thought was possible discovering new horizons,80
16786,To embrace vulnerability is to show strength and courage in sharing our true selves with others,80
8149,national regional and international efforts to end the illicit trade in small arms and light weapons,85
16602,The journey of self-discovery is a deeply personal experience that unfolds over time and with intention,88
16567,Resilience is the ability to bounce back from setbacks and keep moving forward despite the challenges,86
12767,The New Zealand Commerce Commission had given Westpac no indication whether it would have approved its deal,91
13129,capital offenses in iran include murder rape armed robbery serious drug trafficking and adultery,83
16659,To find our purpose is to embark on a journey of self-discovery and connect with what truly matters to us,86
10883,The support will come as a free software upgrade called WebVPN for current customers that have support contracts,95
16542,One important key to success is self-confidence. An important key to self-confidence is preparation,86
16779,In the dance of life it is essential to find rhythm and balance between our ambitions and our well-being,86
7927,Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday as did Mills,80
16651,Success is not just about reaching our goals but also about the journey we take to get there and the lessons learned,95
12720,And all of the samples contained molecules that can only be produced when cholesterol interacts with ozone,90
8279,the opposition japanese communist party was against the new law and feared it would lead to a stronger military,93
16576,In moments of doubt it is our determination and inner strength that carry us through to the other side,84
15937,Alice looked for her friend Jade in the crowd Since she always wears a red turban Alice spotted her quickly,88
16608,In the pursuit of happiness we must be willing to let go of what no longer serves us and embrace change,83
12801,Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment,93
14730,Allergies to animals particularly furry ones can be across the board rather than species specific,83
12863,To watch pay television consumers would insert into the set a security card provided by their cable service,90
8037,A poll showed that the FBI bugging of the mayor had given a boost to his reelection effort against GOP opponent Sam Katz,98
16674,To foster resilience is to strengthen our ability to adapt and thrive in the face of adversity and change,87
4314,People are said to do crazier things at higher speeds there by Dorothy than they are by other people,82
16780,To live authentically is to honor our true selves and express our unique gifts and talents without hesitation,92
14859,Hollywood actor Robert De Niro has been diagnosed with prostate cancer his spokesman said today,81
12723,US Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline,95
16810,To foster resilience is to develop the strength to face challenges head-on and keep moving forward,83
16794,In the tapestry of life every thread represents a unique experience that adds depth and richness to our stories,93
10096,The male eagle was found by a zookeeper early Thursday suffering from severe puncture wounds in his abdomen,90
15975,Claire could not win a single point in her squash game with Lisa this afternoon She was just exhausted,84
16571,The power of positive thinking can transform our mindset and open up new possibilities in our lives,83
14647,Your own theory is bad because it seems to follow from a Lamarkian interpretation of evolutionary theory,88
9971,I know of no firm evidence indicating that baby talk is either helpful or detrimental in language development,92
15977,Muriel has in her living room a famous painting of a ballerina She bought the painting when she was thirty,87
16635,To pursue your dreams is to acknowledge the power within you and the limitless possibilities that lie ahead,90
8091,After Hughes refused to rehire Hernandez he complained to the Equal Employment Opportunity Commission,88
16566,The key to unlocking our potential lies in believing in ourselves and taking bold steps forward,80
16734,In the pursuit of happiness we must learn to find joy in the journey not just the destination we seek,82
14776,Yes the receiver needs to wait until the ball touches his playing area otherwise it counts as being obstructed,92
9981,Here is my advice based on my personal experience pumping breastmilk for twin boys for a full year,81
12912,He said the attackers left behind leaflets urging workers at the Ishtar Sheraton to stop working at the hotel,91
7996,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act,91
14723,To reduce the amount of fur a cat malts over your furniture and clothes you could try a deshedder brush,84
15938,In the storm the tree fell down and crashed through the roof of my house Now I have to get it repaired,81
1417,I suspect that the contract which I want to peruse before filing away the deed may some loopholes,80
13008,general nikolai n urakov is the longtime director of the the state scientific center of applied microbiology,92
1444,The teacher who it was expected by the reporters that the principal would fire is a crusty old jerk,81
15953,The police arrested all of the gang members They were trying to run the drug trade in the neighborhood,84
15884,Alice looked for her friend Jade in the crowd Since she always has good luck Alice spotted her quickly,84
14843,BA said the second quarter which included unofficial industrial action at Heathrow had been difficult,87
15640,The agency has yet to fully formulate a strategy for the creation of an independent engineering technical authority,98
10074,Also in Mosul rebel gunmen on Friday assassinated a Sunni Muslim tribal leader who backed the coalition,87
3838,The bright green filing cabinet was filled to the brim with the most boring articles from a prestigious journal of linguistics with a moderately large readership,136
4257,We have many graduate students but this year the graduate director met with every student in the graduate program individually to discuss their progress,129
7857,Gilroy police and FBI agents described Gehring as cooperative but said Saturday that he had revealed nothing about what had happened to the children,125
7875,The men were immediately flown to nearby Botswana on a chartered Air Malawi flight Malawi intelligence officials said on condition of anonymity,122
7880,Chief merchandising officers oversee the buying and development of merchandise deciding the merchandising direction of the company or basically what it should stand for,145
7882,A coalition of campaign groups including the militant national students body is backing the protests which the NLC called in defiance of a court order banning them,137
7886,But Adora Obi Nweze the NAACP state president said the state only tried to prove its conclusion of suicide rather than consider the possibility of murder,128
7888,Iraqi police opened fire in downtown Baghdad today after demonstrators stormed a police station demanding they be given jobs they claimed to have paid bribes for,136
7889,Microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message,130
7914,Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted,138
7917,Hundreds of reporters and photographers swamped the courthouse grounds before the hearing which was carried live on national cable networks,120
7921,While the Ibrahims had one separation operation Goodrich and Dr David Staffenberg plan about three for the Aguirres with several weeks between each,125
7929,Tampa Bay manager Lou Piniella bench coach John McLaren and right fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the ninth,136
7933,Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country,148
7949,US corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America,140
7952,In an interview Healey who is a criminologist acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment,145
7953,Police spokesman Brig Gen Edward Aritonang confirmed Saturday that another two had been arrested one in Jakarta and another in Magelang Central Java,126
7967,The US Senate judiciary committee overcame a significant hurdle yesterday in the battle to create a trust fund to pay victims of asbestos exposure,123
7975,Blue chips edged lower by midday on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months,126
7981,But other sources close to the sale said Vivendi was keeping the door open to further bids and hoped to see bidders interested in individual assets team up,128
7990,Lawyers and others familiar with the federal investigation say it remains focused on Campbell though prosecutors declined to discuss the probe,122
7997,Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones pagers or other wireless devices while driving,125
7998,The University of Michigan released today a new admissions policy after the US Supreme Court struck down in June the way it previously admitted undergraduates,134
8002,On Tuesday the central bank left interest rates steady as expected but also declared that overall risks were weighted toward weakness and warned of deflation risks,138
8003,Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre,144
8009,The government recently shelved peace talks with the MILF being brokered by Malaysia after a string of attacks including three bombings on Mindanao,125
8018,A tropical storm rapidly developed in the Gulf of Mexico Sunday and was expected to hit somewhere along the Texas or Louisiana coasts by Monday night,124
8025,People who once thought their blood pressure was fine actually may be well on their way to hypertension under new US guidelines published on Wednesday,126
8028,In a mixture of ancient pagan and modern Christian rites the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor,142
8032,The army said the raid which comes just days after Israeli troops shot and killed Abdullah Kawasme the Hamas leader in the city targeted militants in Hamas,129
8045,Mr Mask said Mr Cullen would be taken from the Somerset County Jail by Thursday and moved to the Ann Klein Forensic Hospital just outside Trenton for psychiatric care,138
8050,He also recruited others to participate in the scheme by convincing them to receive fraudulently obtained merchandise he had ordered for himself,123
8056,Hispanics the fastest growing ethnic group in the US have overtaken blacks to become the largest minority in the US according to newly released government figures,137
8068,It will also help reform the Royal Solomon Islands Police strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation,148
8069,Bush plans to meet with Israeli Prime Minister Ariel Sharon and the new Palestinian prime minister Mahmoud Abbas in the Jordanian port of Aqaba on Wednesday,131
8076,US and European leaders pledged on Wednesday to work together to keep Iran from developing nuclear weapons presenting a united front after months of bitter acrimony over Iraq,147
8088,Davey graduated Saturday from Northwest College which is affiliated with the Assemblies of God with a bachelor of arts degree in religion and philosophy,129
8092,The bodies of some of the dead pulled out from under the train were laid out beside the tracks while emergency services brought in wooden coffins,120
8093,ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali,138
8099,The US Capitol was evacuated yesterday after authorities detected a possibly hazardous material in the basement of the Senate wing Capitol Police said,128
8101,The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party,147
8125,Mr Sweeney outlined plans for the campaign in a speech last night in Philadelphia at the annual meeting of the American Political Science Association,126
8126,Besides battling its sales slump Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed,131
8134,However other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them,121
8155,general nikolai n urakov stated by telephone that the state scientific center of applied microbiology has quite reliable systems of protection in case of emergency,139
8157,the legislation is the most recent effort by japan to ascribe more freedom to its tightly controlled military and would overturn a ban on the military use of space,135
8175,the united states government has accused the iranian government of trying to develop nuclear weapons under the cover of a civilian nuclear program,124
8183,detainees to be accused of homicide criminal collaboration kidnapping and the funding of terrorism and include members of the military and police,124
8199,russia had threatened several times to withdraw from the cfe when it was at odds with the united states over us plans to install a missile defense shield in eastern,135
8217,the panamanian foreign ministry communique stated that the task force will facilitate the technological transfer and promote the biofuel production and consumption,142
8221,elbaradei stated that this is the last chance to build security in the middle east based on trust and cooperation and not on possession of nuclear weapons,128
8236,amnesty international has published a report stating that an indian project to sell attack helicopters to myanmar threatens a european union arms embargo against myanmar,145
8240,elbaradei states that a middle east peace deal can only be reached in parallel with a security agreement based on eradicating all weapons of mass destruction from the region,145
8244,defense chiefs from estonia latvia lithuania germany italy spain and slovakia will sign the agreement to provide staff and funding for the center,123
8253,nuclear weapon systems at a high level of readiness increase the risk of those weapons being used including unintentionally with catastrophic consequences,133
8268,the south african government imposed a ban that prohibits the recruitment of people inside or outside of south africa for mercenary or foreign military assistance,138
8269,the north korean government has warned the south korean government against participating in the proliferation security initiative program,120
8291,iran has noticeably increased the number of executions in recent months as officials enforce a campaign aimed at promoting virtue and boosting security in,131
8299,officials state that decision about the treaty will depend on us action on its plans to deploy missile defense systems in poland and the czech republic,126
8303,capital offenses in iran include murder rape armed robbery apostasy blasphemy serious drug trafficking repeated sodomy adultery prostitution treason and espionage,142
10068,Executive recruiters say that finding a seasoned chief merchandising officer will perhaps be the trickiest of all hires because there is such a dearth of good ones,137
10073,North American markets finished mixed in directionless trading Monday as earnings season begins to slow and economic indicators move into the spotlight,130
10088,Appellate courts across the country have issued differing rulings on the issue allowing public displays of the Ten Commandments in some cases and banning them in others,142
10092,US troops killed nearly two dozen suspected Taliban militants after coming under fire in southern Afghanistan in the latest in a series of such attacks,127
10100,But in the end all the worm did was visit a pornography site said Vincent Weafer a security director with Symantec Security Response in California,122
10102,Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further,127
10112,Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system,125
10115,A search for three missing teenagers uncovered at least two bodies buried beneath freshly poured concrete in the basement of a house authorities said Wednesday,135
10122,According to security sources London Metropolitan Police Commissioner John Stevens placed his force on its highest state of alert last week following the warning,138
10125,Roy Moore the suspended chief justice of the Alabama Supreme Court stood accused but unrepentant Wednesday in the same courtroom he recently presided over,131
10127,Barbini said the union may reach a compromise with the United States but it wants a system for labeling such foods something the industry successfully fought here,136
10130,Two convicted killers and another inmate escaped from a state prison on a busy street Wednesday by cutting through a fence a Corrections Department official said,136
10133,Supermarket chains facing a possible grocery clerk strike this week accused union leaders Monday of breaking off contract talks prematurely over the weekend,134
10137,Stout previously worked for General Electric subsidiary GE Capital Service Inc where he was vice president and chief technology and information officer,130
10143,Crews worked to install a new culvert and prepare the highway so motorists could use the eastbound lanes for travel as storm clouds threatened to dump more rain,133
10859,Electronic Data Systems Corp Thursday said the Securities and Exchange Commission has asked the company for documents related to its large contract with the US Navy,139
10860,As well as the dolphin scheme the chaos has allowed foreign companies to engage in damaging logging and fishing operations without proper monitoring or export controls,142
10861,Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued,136
10880,Last year Cuban officials said none of nearly two dozen nominated Cuban musicians received US visas on time to attend the Grammys in Los Angeles,120
10887,The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight US troops for the wave of bombings and guerrilla attacks,140
10894,Sources within the racing industry have told the Daily Bulletin that Fontana will get a second NASCAR race on Labor Day weekend starting next season,124
10895,Dennehy who transferred to Baylor last year after getting kicked off the University of New Mexico Lobos for temper tantrums had begun to read the Bible daily,131
10897,In that case the court held that Cincinnati had violated the First Amendment in banning only the advertising pamphlets in the interest of aesthetics,125
10906,He was referring to John S Reed the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday ,120
10910,Reuters witnesses said many houses had been flattened and the city squares were packed with crying children and the homeless huddled in blankets to protect them from the cold,146
12754,But the justices ruled that the police supervisor who repeatedly questioned Mr Martinez as he screamed in pain did not violate his Fifth Amendment rights,129
12756,Iraqi police opened fire in downtown Baghdad Wednesday after demonstrators demanding jobs stormed a police station and threw stones at officers police said,133
12772,Manuel and his group entered the US the same way thousands of people do every day by walking across the bridge between Matamoros and Brownsville,120
12784,The International Committee of the Red Cross fearful for the safety of its staff operating in Iraq announced it was temporarily shutting its offices in Baghdad and Basra,142
12803,The PRC epidemic began in Guandong province in November but the Communist Party government refused to report truthfully about its spread for four months,129
12815,She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public,144
12821,Brigadier General Edward Aritonang a police spokesman confirmed yesterday that another two had been arrested one in Jakarta and another in Magelang Central Java,137
12833,Although obesity can increase the risk of a host of health problems skeptics argue so do smoking and high cholesterol which are not considered diseases,127
12837,Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department,146
12845,US stocks fell in early morning trade on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months,130
12853,In Nairobi the provost of All Saints Cathedral the Very Reverend Peter Karanja said the US Episcopal Church was alienating itself from the Anglican Communion,133
12866,The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the US Supreme Court in June,145
12874,Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North,146
12875,US officials did not say whether American forces who were acting on intelligence crossed into Syrian territory and were vague about how the Syrian guards were involved,141
12883,Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism he said,121
12884,Later this year the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions,122
12892,People who once thought their blood pressure was fine actually need to start exercising and eating better according to new US guidelines published on Wednesday,135
12900,The arm was kept in a separate room but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen,124
12905,The Saint Sophia Camp hosts religious retreats for children during the summer months as well as other events year round according to its Web site,121
12915,Hispanics have officially overtaken African Americans as the largest minority group in the US according to a report released by the US Census Bureau,125
12923,While some other parts of Africa have been used as Al Qaeda staging grounds Malawi had previously not been a major focus of investigations into the group,127
12926,The intervention force will confiscate weapons reform the police strengthen the courts and prison system and protect key institutions such as the Finance Ministry,139
12958,US Capitol Police evacuated the Capitol yesterday after a sensor detected a possible biohazard in the Senate wing but authorities later said it was a false alarm,135
12961,Samudra not present in Bangkok the indictment said but attended a series of meetings before the attacks recruiting fellow bombers and coordinating the operation,137
12973,The executives fined included former Chief Executives Paul A Allaire and G Richard Thoman as well as former Chief Financial Officer Barry Romeril,123
12978,Sweeney was to outline plans for the campaign in a speech on Saturday night at the annual meeting of the American Political Science Association,120
13045,russia has repeatedly threatened withdrawal from the cfe in opposition to plans for the extension of the us missile defense shield to eastern europe,125
13070,members of the proliferation security initiative are considering ways of intercepting ships or aircraft suspected of carrying weapons of mass destruction,133
13073,france belgium germany sweden italy and britain provide parts and technology for the advanced light helicopter that india plans to sell to myanmar,124
13085,sheik doon salad ilmi stated that civilian casualties resulting from overnight mortar and rocket attacks are admitted to the hospital nearly every day,128
13087,blix was visiting new zealand and said that it is essential that greater efforts be made to eliminate nuclear arms and weapons of mass destruction,122
13104,the united states and other nato members have refused to ratify the amended version until russia withdraws troops from former soviet republics moldova and georgia,138
13118,the dans stated the gang engaged in illegal activities including racketeering blackmail arms smuggling cigarette smuggling and money laundering,125
13119,the state scientific center of applied microbiology has been working with western scientists to convert the complex into a biomedical manufacturing site,131
13122,executive director of the arms control association in washington daryl kimball stated the israeli document could affect the debate over india,121
13126,leaders from albania bosnia and herzegowina croatia macedonia and serbia and montenegro met for the first time with european union leaders to pursue joining the european union,149
13131,kamynin said there will be an exchange of opinions on topical international and regional matters based on a joint working relationship at the heart of the un,131
13507,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information,128
14824,In November Jeffrey Brabakow the chief executive at the time said the company used aggressive pricing to get higher payments for the sickest Medicare patients,134
14828,US soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after their convoy came under attack the military said Sunday,127
14832,Just five months ago Dean committed to accepting taxpayer money and the spending limits that come with it and vowed to attack any Democrat who didnt,123
14834,Gerry Kiely a EU agriculture representative in Washington said EU ministers were invited but canceled because the union is closing talks on agricultural reform,136
14842,FirstEnergy Corp should have determined that modernizing one of its plants would increase overall pollution emissions US District Judge Edmund Sargus ruled Thursday,142
14845,A key portion of the accord was the implementation of a special council to monitor health spending set goals for the system and measure progress in reforming health care,141
14848,Authorities performed an autopsy Thursday on one of three bodies recovered from beneath a layer of freshly poured concrete in the basement of a northwest Indiana home,140
14849,Two federal agencies are investigating telecommunications gear maker Lucent Technologies for possible violations of US bribery laws in its operations in Saudi Arabia,143
14866,Supermarket chains are accusing union leaders of breaking off contract talks prematurely over the weekend as grocery clerks gear up for a possible strike,130
14876,Patton also appointed Conner to the Kentucky Lottery Board and appointed Seth Conner to the Agriculture Development Board the commission says,121
15579,Internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls,130
15580,Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene,131
15585,Frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations,122
15589,These despicable acts were committed by killers whose only faith is hate and the United States will find the killers and they will learn the meaning of American justice,140
15600,The researchers say that the fact the MAP bug is present in the vast majority of Crohns sufferers means it is almost certainly causing the intestinal inflammation,136
15610,The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight US troops,138
15620,In that case the court held that the city of Cincinnati had violated the First Amendment in banning in the interest of aesthetics only the advertising pamphlets,134
15628,Next week John S Reed the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange will take up his position,129
15632,Reuters witnesses said public squares were packed with crying children and people left homeless huddled in blankets to protect them from the cold,123
15638,The Pentagon had hoped to retain control of the postwar effort so the decision was seen by some insiders as a victory for Powell and the State Department,126
15778,Always before Larry had helped Dad with his work But he could not help him now for Dad said that his boss at the railroad company would not want anyone but him to work in the office,145
15831,Fred was supposed to run the dishwasher but he put it off because he wanted to watch TV But the show turned out to be boring so he changed his mind and turned it on,130
15855,The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of that hard winter,132
15856,It was a summer afternoon and the dog was sitting in the middle of the lawn After a while it got up and moved to a spot under the tree because it was hot,120
15869,Fred was supposed to run the dishwasher but he put it off because he wanted to watch TV But the show turned out to be boring so he changed his mind and turned it off,131
15887,When the sponsors of the bill got to the town hall they were surprised to find that the room was full of opponents They were very much in the majority,121
15930,When the sponsors of the bill got to the town hall they were surprised to find that the room was full of opponents They were very much in the minority,121
15932,It was a summer afternoon and the dog was sitting in the middle of the lawn After a while it got up and moved to a spot under the tree because it was cooler,123
15961,Always before Larry had helped Dad with his work But he could not help him now for Dad said that the railroad company would not want anyone but him to work in the office,136
15967,Everyone by now felt a certain confidence in the British way of doing things A general had the right to punish a soldier caught selling his arms and also anyone who tempted him,144
15971,Though Dickens is said to have helped Collins develop the character of Mat Grice he is probably based on Leatherstocking from the novels of James Fenimore Cooper,135
15979,Muriel has in her living room a famous painting of the ballerina Theresa Rubio She was nineteen when she posed for it and her youthful energy explodes out of the canvas,138
